transaction_id,transaction_time,customer_id,merchant,category,amount,is_fraud,risk_level
361,2024-01-01 16:15:00,124,Amazon,Subscription,1596.07,1,MEDIUM
362,2024-01-01 16:16:00,149,Uber,Electronics,2772.77,0,MEDIUM
363,2024-01-01 16:17:00,149,Walmart,Subscription,3657.75,0,HIGH
364,2024-01-01 16:18:00,286,Swiggy,Transport,5309.03,0,HIGH
365,2024-01-01 16:19:00,338,Swiggy,Transport,702.64,1,LOW
366,2024-01-01 16:20:00,485,Amazon,Transport,4025.99,1,HIGH
367,2024-01-01 16:21:00,245,Netflix,Electronics,2562.89,0,MEDIUM
368,2024-01-01 16:22:00,249,Flipkart,Subscription,5717.86,1,HIGH
369,2024-01-01 16:23:00,191,Netflix,Shopping,3561.52,0,HIGH
370,2024-01-01 16:24:00,270,Amazon,Grocery,1630.78,1,MEDIUM
371,2024-01-01 16:25:00,331,Flipkart,Food,1652.67,1,MEDIUM
372,2024-01-01 16:26:00,293,Uber,Transport,4471.56,0,HIGH
373,2024-01-01 16:27:00,382,Uber,Grocery,4008.22,0,HIGH
374,2024-01-01 16:28:00,439,Amazon,Shopping,483.49,1,LOW
375,2024-01-01 16:29:00,294,Walmart,Food,312.41,1,LOW
376,2024-01-01 16:30:00,248,Walmart,Subscription,1209.03,0,MEDIUM
377,2024-01-01 16:31:00,129,Apple,Subscription,1081.63,0,MEDIUM
378,2024-01-01 16:32:00,308,Flipkart,Transport,3533.34,0,HIGH
379,2024-01-01 16:33:00,368,Uber,Transport,4808.71,0,HIGH
380,2024-01-01 16:34:00,275,Uber,Grocery,727.56,1,LOW
381,2024-01-01 16:35:00,481,Uber,Electronics,93.85,1,LOW
382,2024-01-01 16:36:00,465,Swiggy,Grocery,2343.51,0,MEDIUM
383,2024-01-01 16:37:00,128,Uber,Shopping,3599.57,0,HIGH
384,2024-01-01 16:38:00,309,Flipkart,Transport,246.06,0,LOW
385,2024-01-01 16:39:00,200,Apple,Subscription,338.89,1,LOW
386,2024-01-01 16:40:00,426,Flipkart,Electronics,3244.48,0,HIGH
387,2024-01-01 16:41:00,100,Swiggy,Grocery,3983.65,0,HIGH
388,2024-01-01 16:42:00,488,Flipkart,Shopping,791.83,1,LOW
389,2024-01-01 16:43:00,474,Flipkart,Electronics,5566.37,1,HIGH
390,2024-01-01 16:44:00,340,Swiggy,Shopping,1110.17,0,MEDIUM
391,2024-01-01 16:45:00,290,Amazon,Subscription,1746.82,1,MEDIUM
392,2024-01-01 16:46:00,336,Netflix,Electronics,1685.77,0,MEDIUM
393,2024-01-01 16:47:00,112,Walmart,Food,5937.47,0,HIGH
394,2024-01-01 16:48:00,182,Walmart,Electronics,3089.77,0,HIGH
395,2024-01-01 16:49:00,397,Flipkart,Subscription,1871.64,1,MEDIUM
396,2024-01-01 16:50:00,197,Apple,Electronics,3007.39,1,HIGH
397,2024-01-01 16:51:00,428,Uber,Subscription,5941.49,0,HIGH
398,2024-01-01 16:52:00,480,Amazon,Electronics,3650.83,1,HIGH
399,2024-01-01 16:53:00,306,Netflix,Electronics,5007.42,1,HIGH
400,2024-01-01 16:54:00,100,Swiggy,Subscription,524,1,LOW
401,2024-01-01 16:55:00,422,Uber,Transport,1724.71,1,MEDIUM
402,2024-01-01 16:56:00,219,Netflix,Food,5966.45,0,HIGH
403,2024-01-01 16:57:00,270,Netflix,Food,1190.87,0,MEDIUM
404,2024-01-01 16:58:00,336,Apple,Electronics,2851.87,1,MEDIUM
405,2024-01-01 16:59:00,478,Apple,Electronics,3413.5,0,HIGH
406,2024-01-01 17:00:00,406,Uber,Grocery,5075.13,0,HIGH
407,2024-01-01 17:01:00,488,Flipkart,Food,1298.27,1,MEDIUM
408,2024-01-01 17:02:00,380,Flipkart,Grocery,3599.62,1,HIGH
409,2024-01-01 17:03:00,201,Apple,Shopping,3363.92,0,HIGH
410,2024-01-01 17:04:00,362,Amazon,Food,3297.47,1,HIGH
411,2024-01-01 17:05:00,249,Swiggy,Grocery,5898.86,1,HIGH
412,2024-01-01 17:06:00,117,Walmart,Subscription,3893.06,1,HIGH
413,2024-01-01 17:07:00,444,Netflix,Shopping,1774.21,1,MEDIUM
414,2024-01-01 17:08:00,126,Apple,Subscription,160.05,1,LOW
415,2024-01-01 17:09:00,286,Flipkart,Electronics,4528.25,0,HIGH
416,2024-01-01 17:10:00,259,Walmart,Electronics,3044.55,0,HIGH
417,2024-01-01 17:11:00,233,Amazon,Food,821.8,1,LOW
418,2024-01-01 17:12:00,338,Uber,Food,3512.09,1,HIGH
419,2024-01-01 17:13:00,478,Apple,Food,3961.33,0,HIGH
420,2024-01-01 17:14:00,449,Netflix,Shopping,5156.9,1,HIGH
421,2024-01-01 17:15:00,131,Flipkart,Shopping,5372.91,1,HIGH
422,2024-01-01 17:16:00,282,Apple,Transport,1659.59,1,MEDIUM
423,2024-01-01 17:17:00,173,Walmart,Grocery,1811.07,1,MEDIUM
424,2024-01-01 17:18:00,278,Swiggy,Electronics,5182.69,0,HIGH
425,2024-01-01 17:19:00,272,Uber,Grocery,401.81,0,LOW
426,2024-01-01 17:20:00,242,Walmart,Grocery,4146.59,1,HIGH
427,2024-01-01 17:21:00,109,Apple,Transport,3692.29,0,HIGH
428,2024-01-01 17:22:00,267,Netflix,Transport,3365.73,1,HIGH
429,2024-01-01 17:23:00,127,Swiggy,Grocery,2518.56,1,MEDIUM
430,2024-01-01 17:24:00,220,Netflix,Transport,5339.81,1,HIGH
431,2024-01-01 17:25:00,432,Netflix,Transport,4319.55,0,HIGH
432,2024-01-01 17:26:00,423,Flipkart,Grocery,4097.88,1,HIGH
433,2024-01-01 17:27:00,244,Amazon,Subscription,5485.09,1,HIGH
434,2024-01-01 17:28:00,344,Flipkart,Subscription,4143.18,1,HIGH
435,2024-01-01 17:29:00,286,Swiggy,Subscription,5198.42,1,HIGH
436,2024-01-01 17:30:00,447,Netflix,Shopping,2008.37,1,MEDIUM
437,2024-01-01 17:31:00,180,Swiggy,Electronics,1216.83,1,MEDIUM
438,2024-01-01 17:32:00,473,Apple,Transport,5066.88,0,HIGH
439,2024-01-01 17:33:00,406,Apple,Shopping,71.05,0,LOW
440,2024-01-01 17:34:00,439,Netflix,Electronics,573.43,1,LOW
441,2024-01-01 17:35:00,108,Amazon,Subscription,4621.67,0,HIGH
442,2024-01-01 17:36:00,365,Walmart,Electronics,4437.49,0,HIGH
443,2024-01-01 17:37:00,271,Apple,Food,5943.13,1,HIGH
444,2024-01-01 17:38:00,427,Flipkart,Shopping,2704.98,1,MEDIUM
445,2024-01-01 17:39:00,365,Swiggy,Transport,650.09,1,LOW
446,2024-01-01 17:40:00,187,Amazon,Grocery,788.53,0,LOW
447,2024-01-01 17:41:00,241,Amazon,Transport,4401.55,0,HIGH
448,2024-01-01 17:42:00,469,Uber,Grocery,619.7,0,LOW
449,2024-01-01 17:43:00,461,Apple,Transport,1117.77,1,MEDIUM
450,2024-01-01 17:44:00,439,Uber,Electronics,419.99,0,LOW
451,2024-01-01 17:45:00,415,Apple,Subscription,2956.74,0,MEDIUM
452,2024-01-01 17:46:00,371,Walmart,Shopping,3825.6,0,HIGH
453,2024-01-01 17:47:00,355,Walmart,Electronics,5290.06,0,HIGH
454,2024-01-01 17:48:00,188,Swiggy,Shopping,3744.72,1,HIGH
455,2024-01-01 17:49:00,421,Flipkart,Subscription,3418.68,1,HIGH
456,2024-01-01 17:50:00,488,Flipkart,Shopping,1299.91,1,MEDIUM
457,2024-01-01 17:51:00,409,Amazon,Shopping,5773.85,1,HIGH
458,2024-01-01 17:52:00,458,Apple,Electronics,1354.67,0,MEDIUM
459,2024-01-01 17:53:00,129,Uber,Food,3715.21,1,HIGH
460,2024-01-01 17:54:00,230,Swiggy,Subscription,2823.59,0,MEDIUM
461,2024-01-01 17:55:00,170,Netflix,Shopping,4047.81,1,HIGH
462,2024-01-01 17:56:00,418,Amazon,Shopping,2746.22,0,MEDIUM
463,2024-01-01 17:57:00,144,Walmart,Grocery,1189.68,1,MEDIUM
464,2024-01-01 17:58:00,336,Flipkart,Grocery,3061.99,0,HIGH
465,2024-01-01 17:59:00,181,Netflix,Food,5920.91,0,HIGH
466,2024-01-01 18:00:00,233,Netflix,Food,5346.53,1,HIGH
467,2024-01-01 18:01:00,348,Apple,Grocery,5214.36,1,HIGH
468,2024-01-01 18:02:00,325,Uber,Grocery,245.11,1,LOW
469,2024-01-01 18:03:00,335,Apple,Grocery,352.62,1,LOW
470,2024-01-01 18:04:00,242,Amazon,Shopping,848.3,0,LOW
471,2024-01-01 18:05:00,463,Uber,Transport,4951.47,0,HIGH
472,2024-01-01 18:06:00,244,Amazon,Grocery,5290.89,0,HIGH
473,2024-01-01 18:07:00,425,Flipkart,Shopping,3395.86,1,HIGH
474,2024-01-01 18:08:00,175,Flipkart,Transport,3938,1,HIGH
475,2024-01-01 18:09:00,445,Apple,Food,4257.58,1,HIGH
476,2024-01-01 18:10:00,194,Uber,Food,4875.57,1,HIGH
477,2024-01-01 18:11:00,223,Uber,Electronics,565.65,1,LOW
478,2024-01-01 18:12:00,159,Swiggy,Transport,5264.83,1,HIGH
479,2024-01-01 18:13:00,207,Apple,Food,111.94,0,LOW
480,2024-01-01 18:14:00,216,Swiggy,Transport,3290.85,1,HIGH
481,2024-01-01 18:15:00,229,Netflix,Food,5613.81,0,HIGH
482,2024-01-01 18:16:00,310,Walmart,Electronics,1921.17,1,MEDIUM
483,2024-01-01 18:17:00,499,Apple,Shopping,1483.75,1,MEDIUM
484,2024-01-01 18:18:00,150,Swiggy,Grocery,4986.84,0,HIGH
485,2024-01-01 18:19:00,303,Uber,Transport,1623.54,0,MEDIUM
486,2024-01-01 18:20:00,400,Walmart,Grocery,4856.08,1,HIGH
487,2024-01-01 18:21:00,425,Walmart,Subscription,4308.6,0,HIGH
488,2024-01-01 18:22:00,387,Netflix,Subscription,407.41,1,LOW
489,2024-01-01 18:23:00,445,Netflix,Food,5382.95,1,HIGH
490,2024-01-01 18:24:00,344,Walmart,Shopping,3455.95,0,HIGH
491,2024-01-01 18:25:00,266,Netflix,Subscription,5158.24,1,HIGH
492,2024-01-01 18:26:00,478,Apple,Subscription,4138.22,1,HIGH
493,2024-01-01 18:27:00,489,Walmart,Transport,2308.35,1,MEDIUM
494,2024-01-01 18:28:00,366,Amazon,Food,1020.72,1,MEDIUM
495,2024-01-01 18:29:00,358,Uber,Transport,3314.18,0,HIGH
496,2024-01-01 18:30:00,124,Walmart,Shopping,2502.8,0,MEDIUM
497,2024-01-01 18:31:00,133,Swiggy,Electronics,4605.77,1,HIGH
498,2024-01-01 18:32:00,396,Flipkart,Grocery,1076.97,0,MEDIUM
499,2024-01-01 18:33:00,347,Amazon,Shopping,253.19,1,LOW
500,2024-01-01 18:34:00,115,Swiggy,Transport,5501.46,0,HIGH
501,2024-01-01 18:35:00,482,Apple,Food,4045.12,0,HIGH
502,2024-01-01 18:36:00,180,Flipkart,Electronics,3335.21,1,HIGH
503,2024-01-01 18:37:00,499,Netflix,Shopping,5043.33,1,HIGH
504,2024-01-01 18:38:00,177,Walmart,Transport,5494.78,1,HIGH
505,2024-01-01 18:39:00,113,Walmart,Grocery,521.81,1,LOW
506,2024-01-01 18:40:00,105,Apple,Food,5672.18,1,HIGH
507,2024-01-01 18:41:00,321,Swiggy,Food,5830.63,0,HIGH
508,2024-01-01 18:42:00,363,Flipkart,Transport,4165.94,1,HIGH
509,2024-01-01 18:43:00,128,Walmart,Transport,4625.18,1,HIGH
510,2024-01-01 18:44:00,105,Walmart,Transport,4775.3,1,HIGH
511,2024-01-01 18:45:00,320,Apple,Food,5450.63,1,HIGH
512,2024-01-01 18:46:00,245,Apple,Shopping,167.81,1,LOW
513,2024-01-01 18:47:00,443,Apple,Transport,4634.72,1,HIGH
514,2024-01-01 18:48:00,332,Walmart,Subscription,1028.44,0,MEDIUM
515,2024-01-01 18:49:00,329,Uber,Transport,3269.35,1,HIGH
516,2024-01-01 18:50:00,443,Uber,Electronics,384.01,0,LOW
517,2024-01-01 18:51:00,269,Swiggy,Food,1752.22,1,MEDIUM
518,2024-01-01 18:52:00,105,Uber,Shopping,850.31,0,LOW
519,2024-01-01 18:53:00,449,Walmart,Grocery,3582.18,0,HIGH
520,2024-01-01 18:54:00,477,Netflix,Transport,1967.02,0,MEDIUM
521,2024-01-01 18:55:00,392,Amazon,Grocery,3979.21,1,HIGH
522,2024-01-01 18:56:00,163,Swiggy,Shopping,2015.57,0,MEDIUM
523,2024-01-01 18:57:00,269,Apple,Shopping,5337.28,1,HIGH
524,2024-01-01 18:58:00,270,Walmart,Grocery,219.95,0,LOW
525,2024-01-01 18:59:00,302,Swiggy,Transport,810.13,1,LOW
526,2024-01-01 19:00:00,304,Amazon,Transport,4490.08,0,HIGH
527,2024-01-01 19:01:00,264,Apple,Shopping,559.55,0,LOW
528,2024-01-01 19:02:00,260,Flipkart,Transport,994.24,1,LOW
529,2024-01-01 19:03:00,374,Swiggy,Electronics,3865.21,0,HIGH
530,2024-01-01 19:04:00,444,Swiggy,Food,1012.26,0,MEDIUM
531,2024-01-01 19:05:00,102,Apple,Subscription,3653.86,1,HIGH
532,2024-01-01 19:06:00,255,Swiggy,Shopping,1563.87,0,MEDIUM
533,2024-01-01 19:07:00,354,Apple,Shopping,4752.72,1,HIGH
534,2024-01-01 19:08:00,409,Walmart,Food,4024.87,0,HIGH
535,2024-01-01 19:09:00,491,Amazon,Shopping,2767.87,1,MEDIUM
536,2024-01-01 19:10:00,231,Apple,Electronics,4903.24,1,HIGH
537,2024-01-01 19:11:00,153,Walmart,Subscription,4759.59,0,HIGH
538,2024-01-01 19:12:00,333,Amazon,Transport,2643.56,1,MEDIUM
539,2024-01-01 19:13:00,419,Amazon,Grocery,1549.24,1,MEDIUM
540,2024-01-01 19:14:00,490,Swiggy,Food,968.42,0,LOW
541,2024-01-01 19:15:00,456,Amazon,Transport,1512.6,0,MEDIUM
542,2024-01-01 19:16:00,261,Walmart,Subscription,5082.53,0,HIGH
543,2024-01-01 19:17:00,373,Amazon,Transport,3023.57,0,HIGH
544,2024-01-01 19:18:00,243,Swiggy,Subscription,918.92,1,LOW
545,2024-01-01 19:19:00,213,Uber,Food,1446.7,1,MEDIUM
546,2024-01-01 19:20:00,318,Amazon,Transport,427.7,0,LOW
547,2024-01-01 19:21:00,168,Apple,Transport,4854.04,0,HIGH
548,2024-01-01 19:22:00,150,Amazon,Electronics,4270.76,0,HIGH
549,2024-01-01 19:23:00,431,Swiggy,Electronics,1823.31,1,MEDIUM
550,2024-01-01 19:24:00,186,Swiggy,Electronics,4751.37,1,HIGH
551,2024-01-01 19:25:00,390,Amazon,Transport,4990,0,HIGH
552,2024-01-01 19:26:00,234,Netflix,Electronics,678.42,1,LOW
553,2024-01-01 19:27:00,422,Amazon,Transport,4116.19,1,HIGH
554,2024-01-01 19:28:00,387,Uber,Subscription,2409.56,0,MEDIUM
555,2024-01-01 19:29:00,108,Swiggy,Electronics,640.57,1,LOW
556,2024-01-01 19:30:00,453,Uber,Grocery,1463.89,0,MEDIUM
557,2024-01-01 19:31:00,299,Netflix,Transport,1863.33,0,MEDIUM
558,2024-01-01 19:32:00,294,Walmart,Transport,5835.82,0,HIGH
559,2024-01-01 19:33:00,318,Netflix,Grocery,1621.52,0,MEDIUM
560,2024-01-01 19:34:00,139,Amazon,Transport,3118.23,1,HIGH
561,2024-01-01 19:35:00,241,Swiggy,Subscription,4532.81,0,HIGH
562,2024-01-01 19:36:00,176,Netflix,Shopping,4374.94,1,HIGH
563,2024-01-01 19:37:00,260,Apple,Electronics,3432.64,1,HIGH
564,2024-01-01 19:38:00,208,Flipkart,Transport,5770.18,1,HIGH
565,2024-01-01 19:39:00,290,Apple,Transport,4609.59,1,HIGH
566,2024-01-01 19:40:00,405,Netflix,Shopping,546.64,1,LOW
567,2024-01-01 19:41:00,171,Swiggy,Shopping,5901.57,1,HIGH
568,2024-01-01 19:42:00,369,Walmart,Shopping,108.2,0,LOW
569,2024-01-01 19:43:00,449,Uber,Grocery,3927.17,1,HIGH
570,2024-01-01 19:44:00,411,Netflix,Shopping,2724.08,0,MEDIUM
571,2024-01-01 19:45:00,149,Apple,Grocery,3920.68,1,HIGH
572,2024-01-01 19:46:00,314,Netflix,Transport,390.66,0,LOW
573,2024-01-01 19:47:00,475,Amazon,Shopping,1306.91,1,MEDIUM
574,2024-01-01 19:48:00,357,Walmart,Electronics,4454.86,0,HIGH
575,2024-01-01 19:49:00,454,Swiggy,Transport,5658.59,0,HIGH
576,2024-01-01 19:50:00,418,Netflix,Electronics,1045.34,1,MEDIUM
577,2024-01-01 19:51:00,405,Swiggy,Food,4763.81,1,HIGH
578,2024-01-01 19:52:00,249,Walmart,Grocery,2593.95,0,MEDIUM
579,2024-01-01 19:53:00,296,Amazon,Transport,4690.72,1,HIGH
580,2024-01-01 19:54:00,413,Apple,Electronics,3874.03,0,HIGH
581,2024-01-01 19:55:00,111,Flipkart,Transport,1944.46,1,MEDIUM
582,2024-01-01 19:56:00,164,Swiggy,Electronics,1057,1,MEDIUM
583,2024-01-01 19:57:00,242,Walmart,Shopping,3720.1,0,HIGH
584,2024-01-01 19:58:00,119,Walmart,Grocery,124.51,0,LOW
585,2024-01-01 19:59:00,229,Flipkart,Shopping,2032.13,1,MEDIUM
586,2024-01-01 20:00:00,451,Netflix,Shopping,2316.89,0,MEDIUM
587,2024-01-01 20:01:00,342,Uber,Subscription,5001.74,0,HIGH
588,2024-01-01 20:02:00,273,Walmart,Shopping,4586.49,0,HIGH
589,2024-01-01 20:03:00,113,Flipkart,Grocery,1147.14,1,MEDIUM
590,2024-01-01 20:04:00,392,Walmart,Transport,770.72,1,LOW
591,2024-01-01 20:05:00,126,Netflix,Grocery,189.93,0,LOW
592,2024-01-01 20:06:00,103,Walmart,Transport,3487.4,0,HIGH
593,2024-01-01 20:07:00,132,Netflix,Electronics,5206.08,0,HIGH
594,2024-01-01 20:08:00,363,Netflix,Electronics,2797.41,1,MEDIUM
595,2024-01-01 20:09:00,494,Uber,Electronics,2129.5,1,MEDIUM
596,2024-01-01 20:10:00,113,Uber,Shopping,2224.01,0,MEDIUM
597,2024-01-01 20:11:00,136,Flipkart,Transport,1370.24,0,MEDIUM
598,2024-01-01 20:12:00,400,Uber,Shopping,5713.96,0,HIGH
599,2024-01-01 20:13:00,336,Flipkart,Transport,3115.26,0,HIGH
600,2024-01-01 20:14:00,172,Swiggy,Food,970.19,1,LOW
601,2024-01-01 20:15:00,456,Uber,Shopping,3528.22,1,HIGH
602,2024-01-01 20:16:00,473,Swiggy,Transport,1896.53,0,MEDIUM
603,2024-01-01 20:17:00,241,Swiggy,Subscription,300.9,1,LOW
604,2024-01-01 20:18:00,220,Swiggy,Subscription,5840.17,0,HIGH
605,2024-01-01 20:19:00,282,Uber,Electronics,803.35,0,LOW
606,2024-01-01 20:20:00,242,Walmart,Grocery,3093.37,1,HIGH
607,2024-01-01 20:21:00,488,Flipkart,Shopping,5321.65,0,HIGH
608,2024-01-01 20:22:00,379,Apple,Subscription,2650.88,1,MEDIUM
609,2024-01-01 20:23:00,475,Apple,Electronics,4755.85,1,HIGH
610,2024-01-01 20:24:00,308,Walmart,Transport,1407.19,0,MEDIUM
611,2024-01-01 20:25:00,453,Apple,Grocery,1744.43,1,MEDIUM
612,2024-01-01 20:26:00,301,Apple,Electronics,1349.65,0,MEDIUM
613,2024-01-01 20:27:00,335,Flipkart,Grocery,4877.25,0,HIGH
614,2024-01-01 20:28:00,452,Swiggy,Transport,3536.76,0,HIGH
615,2024-01-01 20:29:00,259,Netflix,Grocery,4683.52,1,HIGH
616,2024-01-01 20:30:00,479,Walmart,Food,3918.58,1,HIGH
617,2024-01-01 20:31:00,108,Apple,Electronics,3029.58,1,HIGH
618,2024-01-01 20:32:00,416,Amazon,Food,1708.78,1,MEDIUM
619,2024-01-01 20:33:00,199,Walmart,Transport,3878.18,1,HIGH
620,2024-01-01 20:34:00,298,Walmart,Shopping,4958.51,0,HIGH
621,2024-01-01 20:35:00,314,Netflix,Transport,1777.04,1,MEDIUM
622,2024-01-01 20:36:00,116,Flipkart,Subscription,4215.25,1,HIGH
623,2024-01-01 20:37:00,438,Netflix,Grocery,2608.59,0,MEDIUM
624,2024-01-01 20:38:00,372,Walmart,Shopping,2265.38,1,MEDIUM
625,2024-01-01 20:39:00,400,Walmart,Shopping,3002.28,0,HIGH
626,2024-01-01 20:40:00,432,Swiggy,Food,2685.27,0,MEDIUM
627,2024-01-01 20:41:00,201,Flipkart,Food,4158.71,1,HIGH
628,2024-01-01 20:42:00,120,Apple,Grocery,2498.79,0,MEDIUM
629,2024-01-01 20:43:00,258,Amazon,Shopping,5851.42,1,HIGH
630,2024-01-01 20:44:00,473,Uber,Electronics,4080.64,0,HIGH
631,2024-01-01 20:45:00,260,Swiggy,Food,1008.21,1,MEDIUM
632,2024-01-01 20:46:00,201,Netflix,Grocery,4516.94,1,HIGH
633,2024-01-01 20:47:00,296,Flipkart,Transport,884.99,0,LOW
634,2024-01-01 20:48:00,149,Swiggy,Subscription,993.44,1,LOW
635,2024-01-01 20:49:00,466,Uber,Food,3615,0,HIGH
636,2024-01-01 20:50:00,208,Swiggy,Shopping,2109.65,0,MEDIUM
637,2024-01-01 20:51:00,435,Uber,Transport,4330.09,1,HIGH
638,2024-01-01 20:52:00,203,Uber,Grocery,2059.68,0,MEDIUM
639,2024-01-01 20:53:00,269,Swiggy,Transport,1526.64,1,MEDIUM
640,2024-01-01 20:54:00,111,Flipkart,Subscription,714.6,0,LOW
641,2024-01-01 20:55:00,216,Netflix,Electronics,4551.56,0,HIGH
642,2024-01-01 20:56:00,213,Walmart,Grocery,5265.8,0,HIGH
643,2024-01-01 20:57:00,197,Flipkart,Food,1591.44,1,MEDIUM
644,2024-01-01 20:58:00,203,Uber,Shopping,3242.11,1,HIGH
645,2024-01-01 20:59:00,482,Netflix,Food,4231.51,0,HIGH
646,2024-01-01 21:00:00,296,Swiggy,Grocery,539.2,1,LOW
647,2024-01-01 21:01:00,414,Walmart,Transport,303.3,1,LOW
648,2024-01-01 21:02:00,143,Flipkart,Shopping,2351.93,0,MEDIUM
649,2024-01-01 21:03:00,118,Uber,Electronics,2357.78,0,MEDIUM
650,2024-01-01 21:04:00,333,Swiggy,Food,2339.11,0,MEDIUM
651,2024-01-01 21:05:00,151,Swiggy,Food,5721.47,0,HIGH
652,2024-01-01 21:06:00,227,Apple,Transport,4438.34,0,HIGH
653,2024-01-01 21:07:00,477,Amazon,Food,5873.75,1,HIGH
654,2024-01-01 21:08:00,431,Walmart,Grocery,1979.21,1,MEDIUM
655,2024-01-01 21:09:00,430,Swiggy,Shopping,3039.38,1,HIGH
656,2024-01-01 21:10:00,469,Uber,Shopping,4188.29,0,HIGH
657,2024-01-01 21:11:00,343,Walmart,Subscription,1813.58,1,MEDIUM
658,2024-01-01 21:12:00,253,Uber,Transport,1084.56,1,MEDIUM
659,2024-01-01 21:13:00,110,Apple,Electronics,4659.39,0,HIGH
660,2024-01-01 21:14:00,232,Amazon,Shopping,5850.05,0,HIGH
661,2024-01-01 21:15:00,241,Uber,Grocery,878.83,1,LOW
662,2024-01-01 21:16:00,150,Swiggy,Electronics,5989.17,1,HIGH
663,2024-01-01 21:17:00,410,Amazon,Electronics,2646.97,0,MEDIUM
664,2024-01-01 21:18:00,241,Amazon,Food,339.44,1,LOW
665,2024-01-01 21:19:00,382,Netflix,Food,2767.82,0,MEDIUM
666,2024-01-01 21:20:00,375,Netflix,Electronics,5937.29,0,HIGH
667,2024-01-01 21:21:00,262,Flipkart,Transport,2585.92,0,MEDIUM
668,2024-01-01 21:22:00,158,Netflix,Subscription,5956.89,1,HIGH
669,2024-01-01 21:23:00,479,Apple,Grocery,4068.17,0,HIGH
670,2024-01-01 21:24:00,190,Uber,Subscription,3703.65,1,HIGH
671,2024-01-01 21:25:00,403,Flipkart,Subscription,1247.51,1,MEDIUM
672,2024-01-01 21:26:00,262,Netflix,Grocery,860.8,1,LOW
673,2024-01-01 21:27:00,410,Flipkart,Grocery,5245.79,0,HIGH
674,2024-01-01 21:28:00,256,Uber,Transport,1704.66,0,MEDIUM
675,2024-01-01 21:29:00,151,Amazon,Transport,20.22,1,LOW
676,2024-01-01 21:30:00,124,Amazon,Subscription,5444.85,0,HIGH
677,2024-01-01 21:31:00,248,Flipkart,Grocery,4157.04,0,HIGH
678,2024-01-01 21:32:00,227,Swiggy,Transport,3790.63,1,HIGH
679,2024-01-01 21:33:00,367,Walmart,Grocery,3798.84,1,HIGH
680,2024-01-01 21:34:00,342,Netflix,Subscription,2537.88,1,MEDIUM
681,2024-01-01 21:35:00,150,Amazon,Grocery,3592.02,1,HIGH
682,2024-01-01 21:36:00,497,Amazon,Subscription,2734.95,0,MEDIUM
683,2024-01-01 21:37:00,187,Apple,Shopping,4955.01,1,HIGH
684,2024-01-01 21:38:00,409,Flipkart,Electronics,2706.74,0,MEDIUM
685,2024-01-01 21:39:00,176,Walmart,Electronics,1632.74,1,MEDIUM
686,2024-01-01 21:40:00,202,Walmart,Electronics,5935.05,0,HIGH
687,2024-01-01 21:41:00,295,Uber,Subscription,2122.88,0,MEDIUM
688,2024-01-01 21:42:00,354,Apple,Shopping,1087.7,1,MEDIUM
689,2024-01-01 21:43:00,106,Amazon,Grocery,4063.6,0,HIGH
690,2024-01-01 21:44:00,423,Netflix,Transport,5045.44,0,HIGH
691,2024-01-01 21:45:00,377,Amazon,Transport,3843.94,1,HIGH
692,2024-01-01 21:46:00,248,Walmart,Transport,2924.02,1,MEDIUM
693,2024-01-01 21:47:00,104,Walmart,Shopping,3725.42,1,HIGH
694,2024-01-01 21:48:00,101,Swiggy,Grocery,1127.26,0,MEDIUM
695,2024-01-01 21:49:00,453,Walmart,Food,5602.65,1,HIGH
696,2024-01-01 21:50:00,460,Flipkart,Transport,1485.88,0,MEDIUM
697,2024-01-01 21:51:00,330,Uber,Subscription,2527.77,1,MEDIUM
698,2024-01-01 21:52:00,495,Walmart,Electronics,5482.52,0,HIGH
699,2024-01-01 21:53:00,264,Netflix,Grocery,3455.66,0,HIGH
700,2024-01-01 21:54:00,193,Amazon,Subscription,4193.76,1,HIGH
701,2024-01-01 21:55:00,383,Flipkart,Transport,3867.94,1,HIGH
702,2024-01-01 21:56:00,337,Apple,Transport,1591.96,1,MEDIUM
703,2024-01-01 21:57:00,142,Swiggy,Grocery,2331.69,1,MEDIUM
704,2024-01-01 21:58:00,110,Apple,Electronics,2631.94,0,MEDIUM
705,2024-01-01 21:59:00,361,Swiggy,Food,4405.42,0,HIGH
706,2024-01-01 22:00:00,435,Uber,Food,1506.76,0,MEDIUM
707,2024-01-01 22:01:00,153,Flipkart,Electronics,4129.3,1,HIGH
708,2024-01-01 22:02:00,467,Apple,Transport,3658.34,0,HIGH
709,2024-01-01 22:03:00,500,Uber,Subscription,4538.24,1,HIGH
710,2024-01-01 22:04:00,204,Swiggy,Food,2701.57,1,MEDIUM
711,2024-01-01 22:05:00,325,Flipkart,Transport,5976.51,1,HIGH
712,2024-01-01 22:06:00,297,Apple,Shopping,60.53,0,LOW
713,2024-01-01 22:07:00,100,Flipkart,Shopping,2515.85,1,MEDIUM
714,2024-01-01 22:08:00,207,Apple,Transport,686.65,0,LOW
715,2024-01-01 22:09:00,192,Uber,Electronics,447.09,0,LOW
716,2024-01-01 22:10:00,259,Walmart,Transport,2100.4,0,MEDIUM
717,2024-01-01 22:11:00,460,Netflix,Shopping,5889.04,0,HIGH
718,2024-01-01 22:12:00,385,Flipkart,Grocery,2699.68,0,MEDIUM
719,2024-01-01 22:13:00,330,Amazon,Transport,3140.76,1,HIGH
720,2024-01-01 22:14:00,448,Apple,Electronics,3909.51,0,HIGH
